date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:55:53	160942/160942	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:53%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161094	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view56e3.html	(from )
19:55:53	160857/160857	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:53%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161088	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view5c82.html	(from )
19:55:54	161739/161739	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:53%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161075	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view8992.html	(from )
19:55:54	165703/165703	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:54%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161085	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view497e.html	(from )
19:55:54	261395/261395	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:54%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161083	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view9247.html	(from )
19:55:54	160944/160944	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:54%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161076	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewfd41.html	(from )
19:55:55	160967/160967	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:55%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161098	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view6e97.html	(from )
19:55:55	172231/172231	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:55%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161089	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewbf8f.html	(from )
19:55:55	161625/161625	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:55%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view234d.html	(from )
19:55:56	161942/161942	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:56%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161040	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view8d65.html	(from )
19:55:56	161892/161892	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:56%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161066	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view7411.html	(from )
19:55:56	161731/161731	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:56%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161028	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view4831.html	(from )
19:55:57	162613/162613	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:57%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161049	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewdb0a.html	(from )
19:55:57	162545/162545	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:57%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161050	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewb292.html	(from )
19:55:57	162703/162703	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:57%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161052	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view3df2.html	(from )
19:55:58	149480/149480	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2019%20Sep%202026%2017:55:58%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161054	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewb348.php	(from )
19:55:58	162757/162757	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:58%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161055	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view9084.html	(from )
19:55:58	162510/162510	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:58%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161056	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view9765.html	(from )
19:55:59	162011/162011	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:58%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161069	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view3192.html	(from )
19:55:59	161989/161989	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:59%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161060	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view6cba.html	(from )
19:55:59	162226/162226	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:59%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161059	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view6daf.html	(from )
19:56:00	164191/164191	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:55:59%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161063	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view1151.html	(from )
19:56:00	163636/163636	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:00%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161031	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewa8c7.html	(from )
19:56:00	163508/163508	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:00%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161033	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewb189.html	(from )
19:56:00	162658/162658	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:00%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161030	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view9ecf.html	(from )
19:56:01	162336/162336	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:01%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161058	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewd907.html	(from )
19:56:01	163907/163907	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:01%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161062	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewa553.html	(from )
19:56:01	162523/162523	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:01%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161042	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewd2dc.html	(from )
19:56:02	162588/162588	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:02%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161043	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view7386.html	(from )
19:56:02	162633/162633	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:02%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161044	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewacf3.html	(from )
19:56:02	161602/161602	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:02%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138005&chapterid=161073	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view300a.html	(from )
19:56:03	1593/1593	---M--	303	error ('See%20Other')	text/html	date:Sat,%2019%20Sep%202026%2017:56:03%20GMT	https://moodle-vhs.essen.de/mod/resource/view.php?id=132443	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/resource/viewdcef.php	(from )
19:56:03	26746/26746	---M--	200	added ('OK')	application/pdf	etag:%22101c9627ed7d7914ae585c1590c7ce6db0540883%22	https://moodle-vhs.essen.de/pluginfile.php/200790/mod_resource/content/1/Terme%20und%20Gleichungen.pdf	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/pluginfile.php/200790/mod_resource/content/1/Terme%20und%20Gleichungen.pdf	(from )
19:56:03	281/281	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2019%20Sep%202026%2017:56:03%20GMT	https://moodle-vhs.essen.de/robots.txt		(from )
19:56:04	2902/2902	U-----	200	untouched ('OK')	text/css	etag:%227ed80241bdce02d4db762e9044a0f985fcd1ffc2%22	https://moodle-vhs.essen.de/theme/yui_combo.php?rollup/3.18.1/yui-moodlesimple-min.css	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/theme/combob48b	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:04	200103/200103	U-----	200	untouched ('OK')	application/javascript	etag:%22f3c5e3de46490397f038157ddea36e8f7cb6f130%22	https://moodle-vhs.essen.de/lib/javascript.php/1777277257/lib/polyfills/polyfill.js	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/lib/javascript.php/1777277257/lib/polyfills/javascript.php	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:04	220288/220288	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:04%20GMT	https://moodle-vhs.essen.de/course/recent.php?id=1745	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/course/recente755.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:04	272032/272032	U-----	200	untouched ('OK')	application/javascript	etag:%22323f8b6ace200c1905ed2349ff4dc46f1085d217%22	https://moodle-vhs.essen.de/theme/yui_combo.php?rollup/3.18.1/yui-moodlesimple-min.js	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/theme/combob2dc	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:05	266873/266873	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:05%20GMT	https://moodle-vhs.essen.de/course/view.php?id=1745	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/course/viewe755.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:05	21035/21035	U-----	200	untouched ('OK')	application/javascript	etag:%2210d62f6436976b8f3a7b11ed4709def8b35ad9e8%22	https://moodle-vhs.essen.de/lib/javascript.php/1777277257/lib/javascript-static.js	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/lib/javascript.php/1777277257/lib/javascript.php	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:05	16950/16950	U-----	200	untouched ('')	image/png	date:Mon,%2027%20Apr%202026%2008:31:28%20GMT	https://moodle-vhs.essen.de/pluginfile.php/1/core_admin/logocompact/300x300/1777277248/MoodleDoppellogoCompact.png	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/pluginfile.php/1/core_admin/logocompact/300x300/1777277248/MoodleDoppellogoCompact.png	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:05	165493/165493	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:05%20GMT	https://moodle-vhs.essen.de/course/section.php?id=15010	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/course/section97b5.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:06	348118/348118	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:06%20GMT	https://moodle-vhs.essen.de/course/section.php?id=15012	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/course/section26e4.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:06	5067/5067	---M--	200	added ('OK')	image/png	etag:%22472ef9559471e172a29235b7b07ca4e5cb22366b%22	https://moodle-vhs.essen.de/pluginfile.php/198103/course/section/15011/calculator.png	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/pluginfile.php/198103/course/section/15011/calculator.png	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:06	1612/1612	---M--	303	error ('See%20Other')	text/html	date:Sat,%2019%20Sep%202026%2017:56:06%20GMT	https://moodle-vhs.essen.de/mod/resource/view.php?id=132429	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/resource/viewef17.php	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:07	1611/1611	---M--	303	error ('See%20Other')	text/html	date:Sat,%2019%20Sep%202026%2017:56:06%20GMT	https://moodle-vhs.essen.de/mod/resource/view.php?id=132430	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/resource/view5606.php	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:07	159706/159706	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:07%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=132432	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/viewe0c8.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:07	161731/161731	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:07%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=132433	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view6211.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:08	161615/161615	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:07%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=132435	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view13b6.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:08	161175/161175	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:08%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=132438	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view215b.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:08	164753/164753	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:08%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=132439	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view906d.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:09	1597/1597	---M--	303	error ('See%20Other')	text/html	date:Sat,%2019%20Sep%202026%2017:56:08%20GMT	https://moodle-vhs.essen.de/mod/resource/view.php?id=132442	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/resource/view553f.php	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:09	219331/219331	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:09%20GMT	https://moodle-vhs.essen.de/course/section.php?id=15008	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/course/sectionad94.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:09	521892/521892	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:09%20GMT	https://moodle-vhs.essen.de/course/section.php?id=15009	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/course/section4d91.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:09	194640/194640	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:09%20GMT	https://moodle-vhs.essen.de/course/section.php?id=15013	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/course/section906e.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:10	343964/343964	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:10%20GMT	https://moodle-vhs.essen.de/course/section.php?id=15022	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/course/section04a7.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:10	159882/159882	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:10%20GMT	https://moodle-vhs.essen.de/course/section.php?id=15862	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/course/section4893.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:10	159878/159878	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:10%20GMT	https://moodle-vhs.essen.de/course/section.php?id=15863	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/course/section5c16.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:11	159464/159464	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:11%20GMT	https://moodle-vhs.essen.de/course/section.php?id=15861	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/course/section62dc.html	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:11	150373/150373	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:11%20GMT	https://moodle-vhs.essen.de/mod/book/tool/print/index.php?id=138006	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/tool/print/index3b24.html	(from https://moodle-vhs.essen.de/mod/book/view.php?id=138006)
19:56:11	17588/17588	U-----	200	untouched ('OK')	application/javascript	etag:%2251efcc5821b2611ee4830ba549796ab3b2e705c6%22	https://moodle-vhs.essen.de/lib/javascript.php/1777277257/lib/requirejs/require.min.js	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/lib/javascript.php/1777277257/lib/requirejs/javascript.php	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:12	19347/19347	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:12%20GMT	https://moodle-vhs.essen.de/mod/book/tool/print/index.php?id=138006&chapterid=161090	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/tool/print/index1587.html	(from https://moodle-vhs.essen.de/mod/book/view.php?id=138006)
19:56:12	49113/49113	---M--	200	added ('OK')	image/png	etag:%22ef6b15c544a8e545878628abb66cb75ebf7c590f%22	https://moodle-vhs.essen.de/pluginfile.php/208682/mod_book/chapter/161090/terme%20bild%20erkl%c3%a4rung%20-%20Google%20Suche.jpeg.png	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/pluginfile.php/208682/mod_book/chapter/161090/terme%20bild%20erkl%c3%a4rung%20-%20Google%20Suche.jpeg.png	(from https://moodle-vhs.essen.de/mod/book/view.php?id=138006)
19:56:13	160581/160581	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:12%20GMT	https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161090	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/view1587.html	(from https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161074)
19:56:13	63499/63499	U-----	200	untouched ('OK')	application/javascript	etag:W/%22f80b-4dJ0JR+33crHWTTSWsqi3YUP33c%22	https://cdn.jsdelivr.net/npm/mathjax@2.7.9/MathJax.js?delayStartupUntil=configured	C:/Users/User/Documents/Moodle%20archive/Mathe/cdn.jsdelivr.net/npm/mathjax@2.7.9/MathJax9b39.js	(from https://moodle-vhs.essen.de/course/section.php?id=15011)
19:56:13	19885/19885	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:13%20GMT	https://moodle-vhs.essen.de/mod/book/tool/print/index.php?id=138006&chapterid=161074	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/tool/print/index803a.html	(from https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161074)
19:56:14	68931/68931	---M--	200	added ('OK')	image/jpeg	etag:%228e049f7be54c0db98750607c68e356c76fbc6d80%22	https://moodle-vhs.essen.de/pluginfile.php/208682/mod_book/chapter/161074/1%20Terme%20zusammenfassen.JPG	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/pluginfile.php/208682/mod_book/chapter/161074/1%20Terme%20zusammenfassen.JPG	(from https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161074)
19:56:14	2028267/2028267	---M--	200	added ('OK')	image/jpeg	etag:%22f939a0410aaf56dd6b7f2daf916a2e6a7d87401d%22	https://moodle-vhs.essen.de/pluginfile.php/208682/mod_book/chapter/161074/20230214_092603.jpg	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/pluginfile.php/208682/mod_book/chapter/161074/20230214_092603.jpg	(from https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161074)
19:56:14	1753023/1753023	---M--	200	added ('OK')	image/jpeg	etag:%221f938d9e7410cfe9e3fddd34a11cc194f8505171%22	https://moodle-vhs.essen.de/pluginfile.php/208682/mod_book/chapter/161074/20230214_094329.jpg	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/pluginfile.php/208682/mod_book/chapter/161074/20230214_094329.jpg	(from https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161074)
19:56:15	19483/19483	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2017:56:14%20GMT	https://moodle-vhs.essen.de/mod/book/tool/print/index.php?id=138006&chapterid=161080	C:/Users/User/Documents/Moodle%20archive/Mathe/moodle-vhs.essen.de/mod/book/tool/print/index10d9.html	(from https://moodle-vhs.essen.de/mod/book/view.php?id=138006&chapterid=161080)
